shipment_id,order_id,origin_warehouse_id,destination_city,destination_country,carrier,mode,status,shipped_at,estimated_delivery_at,actual_delivery_at,raw_payload
SHP-000273,ORD-000273,WH-ME-001,USA,USA,DHL Supply Chain,Air Freight,DELIVERED,2026-07-28T08:27:20.247341,2026-08-07T08:27:20.247341,2026-08-07T08:27:20.247341,"{""shipment_id"": ""SHP-000273"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000274,ORD-000274,WH-AP-002,Japan,Japan,Cosco Shipping,Rail Express,IN_TRANSIT,2026-08-24T13:27:20.247341,2026-08-30T13:27:20.247341,,"{""shipment_id"": ""SHP-000274"", ""carrier"": ""Cosco Shipping"", ""status"": ""IN_TRANSIT""}"
SHP-000275,ORD-000275,WH-ME-001,Japan,Japan,Maersk Ocean,Sea Freight,IN_TRANSIT,2026-08-09T10:27:20.247341,2026-08-12T10:27:20.247341,,"{""shipment_id"": ""SHP-000275"", ""carrier"": ""Maersk Ocean"", ""status"": ""IN_TRANSIT""}"
SHP-000276,ORD-000276,WH-AP-002,Australia,Australia,UPS Supply Chain,Rail Express,DELIVERED,2026-08-04T23:27:20.247341,2026-08-11T23:27:20.247341,2026-08-12T11:27:20.247341,"{""shipment_id"": ""SHP-000276"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000277,ORD-000277,WH-EU-001,USA,USA,DHL Supply Chain,Road Truckload,DELAYED,2026-08-24T23:27:20.247341,2026-09-01T23:27:20.247341,,"{""shipment_id"": ""SHP-000277"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELAYED""}"
SHP-000278,ORD-000278,WH-AP-001,Switzerland,Switzerland,UPS Supply Chain,Sea Freight,DELIVERED,2026-08-12T10:27:20.247341,2026-08-22T10:27:20.247341,2026-08-22T10:27:20.247341,"{""shipment_id"": ""SHP-000278"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000279,ORD-000279,WH-US-001,UK,UK,Cosco Shipping,Rail Express,DELAYED,2026-08-20T12:27:20.247341,2026-08-25T12:27:20.247341,,"{""shipment_id"": ""SHP-000279"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELAYED""}"
SHP-000280,ORD-000280,WH-EU-001,Japan,Japan,DB Schenker,Air Freight,DELIVERED,2026-07-29T17:27:20.247341,2026-08-03T17:27:20.247341,2026-08-03T17:27:20.247341,"{""shipment_id"": ""SHP-000280"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000281,ORD-000281,WH-AP-003,USA,USA,Maersk Ocean,Air Freight,DELAYED,2026-08-31T12:27:20.247341,2026-09-06T12:27:20.247341,,"{""shipment_id"": ""SHP-000281"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELAYED""}"
SHP-000282,ORD-000282,WH-US-002,Switzerland,Switzerland,DHL Supply Chain,Air Freight,IN_TRANSIT,2026-08-18T07:27:20.247341,2026-08-23T07:27:20.247341,,"{""shipment_id"": ""SHP-000282"", ""carrier"": ""DHL Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000283,ORD-000283,WH-US-001,USA,USA,UPS Supply Chain,Air Freight,DELIVERED,2026-08-04T12:27:20.247341,2026-08-10T12:27:20.247341,2026-08-10T12:27:20.247341,"{""shipment_id"": ""SHP-000283"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000284,ORD-000284,WH-EU-001,Japan,Japan,FedEx Express Air,Air Freight,DELAYED,2026-07-24T07:27:20.247341,2026-07-28T07:27:20.247341,,"{""shipment_id"": ""SHP-000284"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELAYED""}"
SHP-000285,ORD-000285,WH-US-002,Switzerland,Switzerland,DHL Supply Chain,Air Freight,DELIVERED,2026-08-01T15:27:20.247341,2026-08-09T15:27:20.247341,2026-08-09T15:27:20.247341,"{""shipment_id"": ""SHP-000285"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000286,ORD-000286,WH-ME-001,USA,USA,FedEx Express Air,Air Freight,DELIVERED,2026-08-23T14:27:20.247341,2026-08-30T14:27:20.247341,2026-08-30T14:27:20.247341,"{""shipment_id"": ""SHP-000286"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000287,ORD-000287,WH-AP-002,USA,USA,DHL Supply Chain,Air Freight,IN_TRANSIT,2026-08-29T20:27:20.247341,2026-09-02T20:27:20.247341,,"{""shipment_id"": ""SHP-000287"", ""carrier"": ""DHL Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000288,ORD-000288,WH-US-002,Australia,Australia,FedEx Express Air,Sea Freight,IN_TRANSIT,2026-07-27T21:27:20.247341,2026-08-03T21:27:20.247341,,"{""shipment_id"": ""SHP-000288"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000289,ORD-000289,WH-US-002,USA,USA,Cosco Shipping,Road Truckload,DELIVERED,2026-07-21T09:27:20.247341,2026-07-27T09:27:20.247341,2026-07-27T09:27:20.247341,"{""shipment_id"": ""SHP-000289"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000290,ORD-000290,WH-AP-001,Japan,Japan,FedEx Express Air,Air Freight,DELIVERED,2026-08-14T08:27:20.247341,2026-08-24T08:27:20.247341,2026-08-24T20:27:20.247341,"{""shipment_id"": ""SHP-000290"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000291,ORD-000291,WH-US-001,USA,USA,DB Schenker,Sea Freight,IN_TRANSIT,2026-08-09T06:27:20.247341,2026-08-18T06:27:20.247341,,"{""shipment_id"": ""SHP-000291"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000292,ORD-000292,WH-AP-002,Switzerland,Switzerland,DB Schenker,Rail Express,DELIVERED,2026-08-19T16:27:20.247341,2026-08-23T16:27:20.247341,2026-08-24T16:27:20.247341,"{""shipment_id"": ""SHP-000292"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000293,ORD-000293,WH-EU-001,Japan,Japan,Kuehne + Nagel,Sea Freight,DELIVERED,2026-08-11T00:27:20.247341,2026-08-15T00:27:20.247341,2026-08-16T00:27:20.247341,"{""shipment_id"": ""SHP-000293"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000294,ORD-000294,WH-SA-001,USA,USA,DHL Supply Chain,Rail Express,CUSTOMS_HOLD,2026-08-22T02:27:20.247341,2026-08-30T02:27:20.247341,,"{""shipment_id"": ""SHP-000294"", ""carrier"": ""DHL Supply Chain"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000295,ORD-000295,WH-AP-001,UK,UK,DHL Supply Chain,Rail Express,DELIVERED,2026-07-30T13:27:20.247341,2026-08-02T13:27:20.247341,2026-08-04T13:27:20.247341,"{""shipment_id"": ""SHP-000295"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000296,ORD-000296,WH-EU-002,USA,USA,DHL Supply Chain,Sea Freight,DELIVERED,2026-08-02T14:27:20.247341,2026-08-09T14:27:20.247341,2026-08-09T14:27:20.247341,"{""shipment_id"": ""SHP-000296"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000297,ORD-000297,WH-AP-003,Germany,Germany,Cosco Shipping,Road Truckload,DELAYED,2026-07-27T21:27:20.247341,2026-08-01T21:27:20.247341,,"{""shipment_id"": ""SHP-000297"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELAYED""}"
SHP-000298,ORD-000298,WH-AP-001,USA,USA,Maersk Ocean,Sea Freight,IN_TRANSIT,2026-08-14T09:27:20.247341,2026-08-23T09:27:20.247341,,"{""shipment_id"": ""SHP-000298"", ""carrier"": ""Maersk Ocean"", ""status"": ""IN_TRANSIT""}"
SHP-000299,ORD-000299,WH-ME-001,Taiwan,Taiwan,DB Schenker,Air Freight,IN_TRANSIT,2026-08-29T19:27:20.247341,2026-09-05T19:27:20.247341,,"{""shipment_id"": ""SHP-000299"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000300,ORD-000300,WH-AU-001,Germany,Germany,FedEx Express Air,Air Freight,DELIVERED,2026-08-11T15:27:20.247341,2026-08-20T15:27:20.247341,2026-08-20T15:27:20.247341,"{""shipment_id"": ""SHP-000300"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000301,ORD-000301,WH-AU-001,Japan,Japan,DHL Supply Chain,Air Freight,CUSTOMS_HOLD,2026-08-01T23:27:20.247341,2026-08-04T23:27:20.247341,,"{""shipment_id"": ""SHP-000301"", ""carrier"": ""DHL Supply Chain"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000302,ORD-000302,WH-AP-001,USA,USA,Cosco Shipping,Road Truckload,DELIVERED,2026-08-22T06:27:20.247341,2026-08-30T06:27:20.247341,2026-08-30T18:27:20.247341,"{""shipment_id"": ""SHP-000302"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000303,ORD-000303,WH-AP-001,Japan,Japan,UPS Supply Chain,Road Truckload,DELIVERED,2026-08-15T21:27:20.247341,2026-08-23T21:27:20.247341,2026-08-23T21:27:20.247341,"{""shipment_id"": ""SHP-000303"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000304,ORD-000304,WH-AP-001,Switzerland,Switzerland,DB Schenker,Road Truckload,CUSTOMS_HOLD,2026-08-07T13:27:20.247341,2026-08-15T13:27:20.247341,,"{""shipment_id"": ""SHP-000304"", ""carrier"": ""DB Schenker"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000305,ORD-000305,WH-US-002,USA,USA,Maersk Ocean,Road Truckload,DELAYED,2026-08-28T14:27:20.247341,2026-09-07T14:27:20.247341,,"{""shipment_id"": ""SHP-000305"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELAYED""}"
SHP-000306,ORD-000306,WH-EU-002,USA,USA,Maersk Ocean,Sea Freight,DELIVERED,2026-07-22T14:27:20.247341,2026-07-25T14:27:20.247341,2026-07-25T14:27:20.247341,"{""shipment_id"": ""SHP-000306"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000307,ORD-000307,WH-AP-003,USA,USA,FedEx Express Air,Sea Freight,DELIVERED,2026-08-23T19:27:20.247341,2026-08-31T19:27:20.247341,2026-08-31T19:27:20.247341,"{""shipment_id"": ""SHP-000307"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000308,ORD-000308,WH-EU-002,Japan,Japan,Maersk Ocean,Air Freight,IN_TRANSIT,2026-08-02T23:27:20.247341,2026-08-06T23:27:20.247341,,"{""shipment_id"": ""SHP-000308"", ""carrier"": ""Maersk Ocean"", ""status"": ""IN_TRANSIT""}"
SHP-000309,ORD-000309,WH-AU-001,Switzerland,Switzerland,DB Schenker,Air Freight,DELAYED,2026-08-03T10:27:20.247341,2026-08-12T10:27:20.247341,,"{""shipment_id"": ""SHP-000309"", ""carrier"": ""DB Schenker"", ""status"": ""DELAYED""}"
SHP-000310,ORD-000310,WH-AP-002,USA,USA,Cosco Shipping,Air Freight,DELIVERED,2026-08-26T02:27:20.247341,2026-08-31T02:27:20.247341,2026-09-01T02:27:20.247341,"{""shipment_id"": ""SHP-000310"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000311,ORD-000311,WH-SA-001,Germany,Germany,Cosco Shipping,Rail Express,DELIVERED,2026-08-05T16:27:20.247341,2026-08-13T16:27:20.247341,2026-08-13T16:27:20.247341,"{""shipment_id"": ""SHP-000311"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000312,ORD-000312,WH-US-001,Japan,Japan,Cosco Shipping,Sea Freight,DELIVERED,2026-08-19T09:27:20.247341,2026-08-23T09:27:20.247341,2026-08-23T09:27:20.247341,"{""shipment_id"": ""SHP-000312"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000313,ORD-000313,WH-EU-002,UK,UK,Cosco Shipping,Sea Freight,DELIVERED,2026-08-31T11:27:20.247341,2026-09-10T11:27:20.247341,2026-09-10T23:27:20.247341,"{""shipment_id"": ""SHP-000313"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000314,ORD-000314,WH-AP-001,Japan,Japan,DHL Supply Chain,Rail Express,DELIVERED,2026-08-30T03:27:20.247341,2026-09-03T03:27:20.247341,2026-09-03T03:27:20.247341,"{""shipment_id"": ""SHP-000314"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000315,ORD-000315,WH-AP-002,USA,USA,Cosco Shipping,Rail Express,DELIVERED,2026-08-30T22:27:20.247341,2026-09-06T22:27:20.247341,2026-09-06T22:27:20.247341,"{""shipment_id"": ""SHP-000315"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000316,ORD-000316,WH-AU-001,Taiwan,Taiwan,Maersk Ocean,Air Freight,DELIVERED,2026-08-01T13:27:20.247341,2026-08-08T13:27:20.247341,2026-08-08T13:27:20.247341,"{""shipment_id"": ""SHP-000316"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000317,ORD-000317,WH-AP-002,Japan,Japan,Kuehne + Nagel,Road Truckload,DELIVERED,2026-07-21T01:27:20.247341,2026-07-27T01:27:20.247341,2026-07-27T01:27:20.247341,"{""shipment_id"": ""SHP-000317"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000318,ORD-000318,WH-SA-001,Germany,Germany,Maersk Ocean,Air Freight,DELIVERED,2026-07-26T08:27:20.247341,2026-08-04T08:27:20.247341,2026-08-04T08:27:20.247341,"{""shipment_id"": ""SHP-000318"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000319,ORD-000319,WH-AP-002,Germany,Germany,DHL Supply Chain,Rail Express,DELIVERED,2026-08-24T01:27:20.247341,2026-08-28T01:27:20.247341,2026-08-28T13:27:20.247341,"{""shipment_id"": ""SHP-000319"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000320,ORD-000320,WH-AP-003,Japan,Japan,DB Schenker,Road Truckload,IN_TRANSIT,2026-07-29T17:27:20.247341,2026-08-07T17:27:20.247341,,"{""shipment_id"": ""SHP-000320"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000321,ORD-000321,WH-EU-002,USA,USA,Cosco Shipping,Road Truckload,DELIVERED,2026-07-27T20:27:20.247341,2026-08-02T20:27:20.247341,2026-08-04T20:27:20.247341,"{""shipment_id"": ""SHP-000321"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000322,ORD-000322,WH-ME-001,Taiwan,Taiwan,DHL Supply Chain,Air Freight,DELAYED,2026-08-13T01:27:20.247341,2026-08-17T01:27:20.247341,,"{""shipment_id"": ""SHP-000322"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELAYED""}"
SHP-000323,ORD-000323,WH-EU-001,UK,UK,UPS Supply Chain,Rail Express,DELIVERED,2026-07-25T03:27:20.247341,2026-07-28T03:27:20.247341,2026-07-28T03:27:20.247341,"{""shipment_id"": ""SHP-000323"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000324,ORD-000324,WH-ME-001,USA,USA,DHL Supply Chain,Rail Express,DELIVERED,2026-08-09T23:27:20.247341,2026-08-14T23:27:20.247341,2026-08-14T23:27:20.247341,"{""shipment_id"": ""SHP-000324"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000325,ORD-000325,WH-AP-003,Germany,Germany,Cosco Shipping,Road Truckload,DELIVERED,2026-08-23T23:27:20.247341,2026-08-30T23:27:20.247341,2026-08-30T23:27:20.247341,"{""shipment_id"": ""SHP-000325"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELIVERED""}"
SHP-000326,ORD-000326,WH-ME-001,Germany,Germany,Kuehne + Nagel,Rail Express,DELIVERED,2026-08-02T05:27:20.247341,2026-08-05T05:27:20.247341,2026-08-05T05:27:20.247341,"{""shipment_id"": ""SHP-000326"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000327,ORD-000327,WH-US-002,USA,USA,UPS Supply Chain,Air Freight,IN_TRANSIT,2026-08-19T14:27:20.247341,2026-08-29T14:27:20.247341,,"{""shipment_id"": ""SHP-000327"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000328,ORD-000328,WH-SA-001,Japan,Japan,UPS Supply Chain,Air Freight,IN_TRANSIT,2026-07-26T18:27:20.247341,2026-07-31T18:27:20.247341,,"{""shipment_id"": ""SHP-000328"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000329,ORD-000329,WH-ME-001,Germany,Germany,Maersk Ocean,Road Truckload,DELAYED,2026-07-23T15:27:20.247341,2026-07-30T15:27:20.247341,,"{""shipment_id"": ""SHP-000329"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELAYED""}"
SHP-000330,ORD-000330,WH-US-001,USA,USA,Cosco Shipping,Air Freight,IN_TRANSIT,2026-08-07T12:27:20.247341,2026-08-15T12:27:20.247341,,"{""shipment_id"": ""SHP-000330"", ""carrier"": ""Cosco Shipping"", ""status"": ""IN_TRANSIT""}"
SHP-000331,ORD-000331,WH-AP-003,USA,USA,DB Schenker,Sea Freight,DELIVERED,2026-08-14T20:27:20.247341,2026-08-20T20:27:20.247341,2026-08-21T08:27:20.247341,"{""shipment_id"": ""SHP-000331"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000332,ORD-000332,WH-AP-001,Australia,Australia,UPS Supply Chain,Air Freight,DELIVERED,2026-08-25T23:27:20.247341,2026-08-28T23:27:20.247341,2026-08-28T23:27:20.247341,"{""shipment_id"": ""SHP-000332"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000333,ORD-000333,WH-SA-001,Taiwan,Taiwan,Maersk Ocean,Sea Freight,DELIVERED,2026-08-11T13:27:20.247341,2026-08-21T13:27:20.247341,2026-08-21T13:27:20.247341,"{""shipment_id"": ""SHP-000333"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELIVERED""}"
SHP-000334,ORD-000334,WH-EU-002,Taiwan,Taiwan,DB Schenker,Road Truckload,IN_TRANSIT,2026-08-28T04:27:20.247341,2026-08-31T04:27:20.247341,,"{""shipment_id"": ""SHP-000334"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000335,ORD-000335,WH-ME-001,Japan,Japan,DHL Supply Chain,Rail Express,DELIVERED,2026-08-13T08:27:20.247341,2026-08-17T08:27:20.247341,2026-08-17T08:27:20.247341,"{""shipment_id"": ""SHP-000335"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000336,ORD-000336,WH-US-001,Japan,Japan,DHL Supply Chain,Air Freight,DELIVERED,2026-07-22T00:27:20.247341,2026-07-29T00:27:20.247341,2026-07-29T00:27:20.247341,"{""shipment_id"": ""SHP-000336"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000337,ORD-000337,WH-AP-001,Australia,Australia,Kuehne + Nagel,Rail Express,DELAYED,2026-07-20T18:27:20.247341,2026-07-30T18:27:20.247341,,"{""shipment_id"": ""SHP-000337"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELAYED""}"
SHP-000338,ORD-000338,WH-EU-001,UK,UK,FedEx Express Air,Sea Freight,IN_TRANSIT,2026-08-19T23:27:20.247341,2026-08-26T23:27:20.247341,,"{""shipment_id"": ""SHP-000338"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000339,ORD-000339,WH-ME-001,Taiwan,Taiwan,UPS Supply Chain,Sea Freight,DELAYED,2026-08-18T12:27:20.247341,2026-08-21T12:27:20.247341,,"{""shipment_id"": ""SHP-000339"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELAYED""}"
SHP-000340,ORD-000340,WH-AP-001,USA,USA,DB Schenker,Road Truckload,DELIVERED,2026-08-06T10:27:20.247341,2026-08-15T10:27:20.247341,2026-08-15T22:27:20.247341,"{""shipment_id"": ""SHP-000340"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000341,ORD-000341,WH-EU-001,Germany,Germany,DHL Supply Chain,Rail Express,DELIVERED,2026-07-31T11:27:20.247341,2026-08-08T11:27:20.247341,2026-08-08T11:27:20.247341,"{""shipment_id"": ""SHP-000341"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000342,ORD-000342,WH-EU-001,USA,USA,FedEx Express Air,Road Truckload,IN_TRANSIT,2026-07-20T10:27:20.247341,2026-07-25T10:27:20.247341,,"{""shipment_id"": ""SHP-000342"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000343,ORD-000343,WH-US-002,USA,USA,UPS Supply Chain,Air Freight,DELIVERED,2026-07-23T04:27:20.247341,2026-07-28T04:27:20.247341,2026-07-28T04:27:20.247341,"{""shipment_id"": ""SHP-000343"", ""carrier"": ""UPS Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000344,ORD-000344,WH-AP-001,Australia,Australia,DB Schenker,Air Freight,IN_TRANSIT,2026-07-20T21:27:20.247341,2026-07-30T21:27:20.247341,,"{""shipment_id"": ""SHP-000344"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000345,ORD-000345,WH-US-001,USA,USA,DB Schenker,Sea Freight,DELIVERED,2026-08-18T00:27:20.247341,2026-08-24T00:27:20.247341,2026-08-25T00:27:20.247341,"{""shipment_id"": ""SHP-000345"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000346,ORD-000346,WH-AP-001,Switzerland,Switzerland,Cosco Shipping,Road Truckload,IN_TRANSIT,2026-08-07T02:27:20.247341,2026-08-11T02:27:20.247341,,"{""shipment_id"": ""SHP-000346"", ""carrier"": ""Cosco Shipping"", ""status"": ""IN_TRANSIT""}"
SHP-000347,ORD-000347,WH-AP-002,Japan,Japan,UPS Supply Chain,Sea Freight,IN_TRANSIT,2026-08-04T10:27:20.247341,2026-08-11T10:27:20.247341,,"{""shipment_id"": ""SHP-000347"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000348,ORD-000348,WH-EU-002,Taiwan,Taiwan,DHL Supply Chain,Sea Freight,DELAYED,2026-07-19T05:27:20.247341,2026-07-26T05:27:20.247341,,"{""shipment_id"": ""SHP-000348"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELAYED""}"
SHP-000349,ORD-000349,WH-AU-001,USA,USA,Maersk Ocean,Air Freight,DELAYED,2026-08-02T01:27:20.247341,2026-08-08T01:27:20.247341,,"{""shipment_id"": ""SHP-000349"", ""carrier"": ""Maersk Ocean"", ""status"": ""DELAYED""}"
SHP-000350,ORD-000350,WH-EU-002,Australia,Australia,FedEx Express Air,Road Truckload,DELIVERED,2026-08-02T05:27:20.247341,2026-08-07T05:27:20.247341,2026-08-07T05:27:20.247341,"{""shipment_id"": ""SHP-000350"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000351,ORD-000351,WH-AP-003,USA,USA,Kuehne + Nagel,Air Freight,IN_TRANSIT,2026-08-23T12:27:20.247341,2026-08-30T12:27:20.247341,,"{""shipment_id"": ""SHP-000351"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""IN_TRANSIT""}"
SHP-000352,ORD-000352,WH-AU-001,Taiwan,Taiwan,Cosco Shipping,Air Freight,IN_TRANSIT,2026-08-21T03:27:20.247341,2026-08-28T03:27:20.247341,,"{""shipment_id"": ""SHP-000352"", ""carrier"": ""Cosco Shipping"", ""status"": ""IN_TRANSIT""}"
SHP-000353,ORD-000353,WH-US-001,Australia,Australia,UPS Supply Chain,Rail Express,CUSTOMS_HOLD,2026-08-02T09:27:20.247341,2026-08-12T09:27:20.247341,,"{""shipment_id"": ""SHP-000353"", ""carrier"": ""UPS Supply Chain"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000354,ORD-000354,WH-AU-001,Japan,Japan,Cosco Shipping,Road Truckload,DELAYED,2026-08-03T08:27:20.247341,2026-08-10T08:27:20.247341,,"{""shipment_id"": ""SHP-000354"", ""carrier"": ""Cosco Shipping"", ""status"": ""DELAYED""}"
SHP-000355,ORD-000355,WH-US-002,Taiwan,Taiwan,DB Schenker,Rail Express,IN_TRANSIT,2026-08-29T11:27:20.247341,2026-09-07T11:27:20.247341,,"{""shipment_id"": ""SHP-000355"", ""carrier"": ""DB Schenker"", ""status"": ""IN_TRANSIT""}"
SHP-000356,ORD-000356,WH-AP-001,Australia,Australia,DHL Supply Chain,Air Freight,DELIVERED,2026-08-15T14:27:20.247341,2026-08-20T14:27:20.247341,2026-08-20T14:27:20.247341,"{""shipment_id"": ""SHP-000356"", ""carrier"": ""DHL Supply Chain"", ""status"": ""DELIVERED""}"
SHP-000357,ORD-000357,WH-SA-001,USA,USA,Kuehne + Nagel,Air Freight,DELIVERED,2026-08-02T03:27:20.247341,2026-08-06T03:27:20.247341,2026-08-08T03:27:20.247341,"{""shipment_id"": ""SHP-000357"", ""carrier"": ""Kuehne + Nagel"", ""status"": ""DELIVERED""}"
SHP-000358,ORD-000358,WH-AU-001,USA,USA,FedEx Express Air,Air Freight,IN_TRANSIT,2026-08-07T19:27:20.247341,2026-08-11T19:27:20.247341,,"{""shipment_id"": ""SHP-000358"", ""carrier"": ""FedEx Express Air"", ""status"": ""IN_TRANSIT""}"
SHP-000359,ORD-000359,WH-AU-001,USA,USA,FedEx Express Air,Air Freight,DELIVERED,2026-07-26T16:27:20.247341,2026-07-30T16:27:20.247341,2026-07-30T16:27:20.247341,"{""shipment_id"": ""SHP-000359"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
SHP-000360,ORD-000360,WH-AP-003,Japan,Japan,UPS Supply Chain,Rail Express,IN_TRANSIT,2026-08-30T06:27:20.247341,2026-09-08T06:27:20.247341,,"{""shipment_id"": ""SHP-000360"", ""carrier"": ""UPS Supply Chain"", ""status"": ""IN_TRANSIT""}"
SHP-000361,ORD-000361,WH-SA-001,USA,USA,DB Schenker,Sea Freight,DELIVERED,2026-08-28T02:27:20.247341,2026-09-05T02:27:20.247341,2026-09-05T02:27:20.247341,"{""shipment_id"": ""SHP-000361"", ""carrier"": ""DB Schenker"", ""status"": ""DELIVERED""}"
SHP-000362,ORD-000362,WH-ME-001,USA,USA,FedEx Express Air,Sea Freight,CUSTOMS_HOLD,2026-07-26T07:27:20.247341,2026-08-02T07:27:20.247341,,"{""shipment_id"": ""SHP-000362"", ""carrier"": ""FedEx Express Air"", ""status"": ""CUSTOMS_HOLD""}"
SHP-000363,ORD-000363,WH-AP-003,Taiwan,Taiwan,FedEx Express Air,Sea Freight,DELIVERED,2026-08-10T07:27:20.247341,2026-08-20T07:27:20.247341,2026-08-20T19:27:20.247341,"{""shipment_id"": ""SHP-000363"", ""carrier"": ""FedEx Express Air"", ""status"": ""DELIVERED""}"
